,row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,supplier,product_id,category,sub_category,product_name,returned,sales,quantity,discount,profit,delivery_delay_days,late_delivery
5767,5768,CA-2017-126396,2017-08-09,2017-12-09,Second Class,AR-10345,Alex Russell,Corporate,United States,Houston,Texas,77070,Central,Kelly Williams,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,Not,85.2,6,0.2,20.235,122,Yes
5768,5769,CA-2015-154900,2015-02-25,2015-02-25,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Leominster,Massachusetts,1453,East,Chuck Magee,OFF-LA-10001641,Office Supplies,Labels,Avery 518,Not,3.15,1,0.0,1.512,0,No
5769,5770,CA-2015-154900,2015-02-25,2015-02-25,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Leominster,Massachusetts,1453,East,Chuck Magee,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",Not,22.72,4,0.0,10.224,0,No
5770,5771,CA-2015-103835,2015-09-24,2015-09-28,Standard Class,SC-20440,Shaun Chance,Corporate,United States,Los Angeles,California,90032,West,Anna Andreadi,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",Not,14.91,3,0.0,4.6221,4,No
5771,5772,CA-2015-103835,2015-09-24,2015-09-28,Standard Class,SC-20440,Shaun Chance,Corporate,United States,Los Angeles,California,90032,West,Anna Andreadi,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,Not,1158.12,4,0.0,335.8548,4,No
5772,5773,CA-2015-158939,2015-11-26,2015-11-26,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Springfield,Missouri,65807,Central,Kelly Williams,TEC-CO-10002313,Technology,Copiers,Canon PC1080F Personal Copier,Not,599.99,1,0.0,233.9961,0,No
5773,5774,CA-2016-117408,2016-08-31,2016-08-31,Standard Class,TP-21130,Theone Pippenger,Consumer,United States,Waco,Texas,76706,Central,Kelly Williams,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,Not,23.968,2,0.2,2.3968,0,No
5774,5775,CA-2016-142398,2016-12-04,2016-12-04,Standard Class,BP-11290,Beth Paige,Consumer,United States,Los Angeles,California,90036,West,Anna Andreadi,FUR-CH-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,Yes,638.288,7,0.2,-31.9144,0,No
5775,5776,CA-2016-142398,2016-12-04,2016-12-04,Standard Class,BP-11290,Beth Paige,Consumer,United States,Los Angeles,California,90036,West,Anna Andreadi,OFF-BI-10004826,Office Supplies,Binders,JM Magazine Binder,Yes,13.208,1,0.2,4.6228,0,No
5776,5777,CA-2016-105277,2016-04-12,2016-08-12,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Auburn,New York,13021,East,Chuck Magee,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,Not,15.528,3,0.2,5.823,122,Yes
5777,5778,CA-2016-112060,2016-04-12,2016-09-12,Standard Class,KT-16465,Kean Takahito,Consumer,United States,San Francisco,California,94109,West,Anna Andreadi,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,Not,104.85,1,0.0,50.328,153,Yes
5778,5779,CA-2014-105270,2014-11-11,2014-11-18,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90008,West,Anna Andreadi,OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils,Yes,30.48,3,0.0,7.9248,7,No
5779,5780,CA-2014-105270,2014-11-11,2014-11-18,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90008,West,Anna Andreadi,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,Yes,112.648,1,0.2,11.2648,7,No
5780,5781,US-2015-159513,2015-02-04,2015-09-04,Standard Class,JD-15790,John Dryer,Consumer,United States,Los Angeles,California,90049,West,Anna Andreadi,TEC-MA-10003329,Technology,Machines,"Vtech AT&T CL2940 Corded Speakerphone, Black",Not,71.976,3,0.2,24.2919,212,Yes
5781,5782,CA-2015-155586,2015-12-12,2015-12-16,Second Class,XP-21865,Xylona Preis,Consumer,United States,Chico,California,95928,West,Anna Andreadi,OFF-AR-10001547,Office Supplies,Art,Newell 311,Not,2.21,1,0.0,0.5967,4,No
5782,5783,CA-2015-155586,2015-12-12,2015-12-16,Second Class,XP-21865,Xylona Preis,Consumer,United States,Chico,California,95928,West,Anna Andreadi,OFF-EN-10003072,Office Supplies,Envelopes,Peel & Seel Envelopes,Not,15.52,4,0.0,7.4496,4,No
5783,5784,CA-2015-155586,2015-12-12,2015-12-16,Second Class,XP-21865,Xylona Preis,Consumer,United States,Chico,California,95928,West,Anna Andreadi,OFF-PA-10000726,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",Not,36.44,4,0.0,16.398,4,No
5784,5785,CA-2017-141117,2017-02-10,2017-08-10,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Springfield,Oregon,97477,West,Anna Andreadi,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Not,217.764,6,0.7,-384.7164,181,Yes
5785,5786,CA-2017-141117,2017-02-10,2017-08-10,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Springfield,Oregon,97477,West,Anna Andreadi,OFF-SU-10004664,Office Supplies,Supplies,Acme Softgrip Scissors,Not,39.072,6,0.2,4.3956,181,Yes
5786,5787,CA-2017-141117,2017-02-10,2017-08-10,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Springfield,Oregon,97477,West,Anna Andreadi,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Not,22.638,7,0.7,-16.6012,181,Yes
5787,5788,CA-2017-141117,2017-02-10,2017-08-10,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Springfield,Oregon,97477,West,Anna Andreadi,OFF-AR-10003727,Office Supplies,Art,Berol Giant Pencil Sharpener,Not,95.144,7,0.2,10.7037,181,Yes
5788,5789,CA-2017-115070,2017-10-04,2017-10-04,Second Class,MG-18205,Mitch Gastineau,Corporate,United States,Jacksonville,Florida,32216,South,Cassandra Brandow,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,Not,12.32,5,0.2,1.848,0,No
5789,5790,CA-2017-115070,2017-10-04,2017-10-04,Second Class,MG-18205,Mitch Gastineau,Corporate,United States,Jacksonville,Florida,32216,South,Cassandra Brandow,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Not,4.419,3,0.7,-3.0933,0,No
5790,5791,CA-2017-140186,2017-09-29,2017-09-29,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,West,Anna Andreadi,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,Yes,35.0,7,0.0,16.8,0,No
5791,5792,CA-2017-140186,2017-09-29,2017-09-29,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,West,Anna Andreadi,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",Yes,72.784,1,0.2,0.0,0,No
5792,5793,CA-2017-140186,2017-09-29,2017-09-29,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,West,Anna Andreadi,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Yes,97.84,2,0.0,25.4384,0,No
5793,5794,CA-2017-140186,2017-09-29,2017-09-29,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,West,Anna Andreadi,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Yes,51.75,1,0.0,15.525,0,No
5794,5795,CA-2017-140186,2017-09-29,2017-09-29,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,West,Anna Andreadi,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,Yes,46.672,2,0.2,16.3352,0,No
5795,5796,CA-2014-124856,2014-09-29,2014-09-29,Second Class,LD-17005,Lisa DeCherney,Consumer,United States,New York City,New York,10011,East,Chuck Magee,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",Not,1395.54,9,0.0,362.8404,0,No
5796,5797,CA-2014-124856,2014-09-29,2014-09-29,Second Class,LD-17005,Lisa DeCherney,Consumer,United States,New York City,New York,10011,East,Chuck Magee,FUR-FU-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",Not,117.36,4,0.0,36.3816,0,No
5797,5798,CA-2014-124856,2014-09-29,2014-09-29,Second Class,LD-17005,Lisa DeCherney,Consumer,United States,New York City,New York,10011,East,Chuck Magee,OFF-LA-10000121,Office Supplies,Labels,Avery 48,Not,18.9,3,0.0,8.694,0,No
5798,5799,CA-2014-124856,2014-09-29,2014-09-29,Second Class,LD-17005,Lisa DeCherney,Consumer,United States,New York City,New York,10011,East,Chuck Magee,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,Not,77.52,2,0.0,37.9848,0,No
5799,5800,CA-2014-166716,2014-08-20,2014-08-25,Second Class,CR-12730,Craig Reiter,Consumer,United States,Chicago,Illinois,60610,Central,Kelly Williams,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",Not,421.372,2,0.3,-6.0196,5,No
5800,5801,CA-2014-123225,2014-11-07,2014-11-07,First Class,MN-17935,Michael Nguyen,Consumer,United States,El Paso,Texas,79907,Central,Kelly Williams,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,Yes,575.968,4,0.2,43.1976,0,No
5801,5802,CA-2014-123225,2014-11-07,2014-11-07,First Class,MN-17935,Michael Nguyen,Consumer,United States,El Paso,Texas,79907,Central,Kelly Williams,OFF-PA-10000552,Office Supplies,Paper,Xerox 200,Yes,10.368,2,0.2,3.6288,0,No
5802,5803,CA-2015-163440,2015-03-22,2015-03-24,First Class,RD-19900,Ruben Dartt,Consumer,United States,Thousand Oaks,California,91360,West,Anna Andreadi,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,Not,15.984,2,0.2,1.1988,2,No
5803,5804,US-2017-106796,2017-12-05,2017-12-05,Standard Class,JP-16135,Julie Prescott,Home Office,United States,Springfield,Ohio,45503,East,Chuck Magee,OFF-AR-10003504,Office Supplies,Art,Newell 347,Not,10.272,3,0.2,1.1556,0,No
5804,5805,CA-2017-113873,2017-11-13,2017-11-19,Standard Class,KE-16420,Katrina Edelman,Corporate,United States,Dallas,Texas,75220,Central,Kelly Williams,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,Not,61.792,4,0.2,6.1792,6,No
5805,5806,CA-2017-113873,2017-11-13,2017-11-19,Standard Class,KE-16420,Katrina Edelman,Corporate,United States,Dallas,Texas,75220,Central,Kelly Williams,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",Not,205.9992,3,0.32,-27.2646,6,No
5806,5807,CA-2016-149783,2016-04-09,2016-07-09,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Knoxville,Tennessee,37918,South,Cassandra Brandow,OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",Not,12.192,3,0.2,4.1148,91,Yes
5807,5808,CA-2016-149783,2016-04-09,2016-07-09,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Knoxville,Tennessee,37918,South,Cassandra Brandow,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,Not,87.168,2,0.2,8.7168,91,Yes
5808,5809,CA-2016-149783,2016-04-09,2016-07-09,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Knoxville,Tennessee,37918,South,Cassandra Brandow,OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,Not,31.744,2,0.2,8.3328,91,Yes
5809,5810,CA-2016-125017,2016-06-02,2016-11-02,Standard Class,KB-16240,Karen Bern,Corporate,United States,Chattanooga,Tennessee,37421,South,Cassandra Brandow,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Not,132.224,4,0.2,-18.1808,153,Yes
5810,5811,US-2015-163279,2015-03-22,2015-03-26,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,San Diego,California,92037,West,Anna Andreadi,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,Not,105.52,4,0.0,48.5392,4,No
5811,5812,US-2015-163279,2015-03-22,2015-03-26,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,San Diego,California,92037,West,Anna Andreadi,FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Not,91.96,2,0.0,15.6332,4,No
5812,5813,US-2015-163279,2015-03-22,2015-03-26,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,San Diego,California,92037,West,Anna Andreadi,TEC-PH-10001795,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,Not,1487.976,3,0.2,185.997,4,No
5813,5814,CA-2015-150196,2015-02-07,2015-03-07,First Class,SR-20740,Steven Roelle,Home Office,United States,New York City,New York,10024,East,Chuck Magee,OFF-PA-10003797,Office Supplies,Paper,Xerox 209,Not,19.44,3,0.0,9.3312,28,Yes
5814,5815,US-2015-106495,2015-06-15,2015-06-17,First Class,AC-10450,Amy Cox,Consumer,United States,Tampa,Florida,33614,South,Cassandra Brandow,TEC-AC-10002718,Technology,Accessories,Belkin Standard 104 key USB Keyboard,Not,11.672,1,0.2,-0.7295,2,No
5815,5816,CA-2014-124730,2014-11-26,2014-11-26,Same Day,LS-17245,Lynn Smith,Consumer,United States,Utica,New York,13501,East,Chuck Magee,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,Not,279.96,4,0.0,78.3888,0,No
5816,5817,CA-2014-124730,2014-11-26,2014-11-26,Same Day,LS-17245,Lynn Smith,Consumer,United States,Utica,New York,13501,East,Chuck Magee,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",Not,12.912,3,0.2,4.6806,0,No
5817,5818,CA-2014-124730,2014-11-26,2014-11-26,Same Day,LS-17245,Lynn Smith,Consumer,United States,Utica,New York,13501,East,Chuck Magee,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,Not,17.088,4,0.2,5.7672,0,No
5818,5819,CA-2014-124730,2014-11-26,2014-11-26,Same Day,LS-17245,Lynn Smith,Consumer,United States,Utica,New York,13501,East,Chuck Magee,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",Not,93.15,9,0.0,44.712,0,No
5819,5820,CA-2014-124730,2014-11-26,2014-11-26,Same Day,LS-17245,Lynn Smith,Consumer,United States,Utica,New York,13501,East,Chuck Magee,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,Not,11.52,4,0.0,5.6448,0,No
5820,5821,CA-2017-117632,2017-12-05,2017-12-05,Standard Class,CS-12175,Charles Sheldon,Corporate,United States,San Francisco,California,94122,West,Anna Andreadi,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,Not,238.62,2,0.0,4.7724,0,No
5821,5822,CA-2017-117632,2017-12-05,2017-12-05,Standard Class,CS-12175,Charles Sheldon,Corporate,United States,San Francisco,California,94122,West,Anna Andreadi,OFF-AP-10004868,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Not,7.77,1,0.0,2.0979,0,No
5822,5823,CA-2017-117632,2017-12-05,2017-12-05,Standard Class,CS-12175,Charles Sheldon,Corporate,United States,San Francisco,California,94122,West,Anna Andreadi,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Not,285.48,5,0.2,-10.7055,0,No
5823,5824,CA-2017-117632,2017-12-05,2017-12-05,Standard Class,CS-12175,Charles Sheldon,Corporate,United States,San Francisco,California,94122,West,Anna Andreadi,OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",Not,19.168,4,0.2,6.4692,0,No
5824,5825,CA-2014-115056,2014-02-05,2014-02-05,Same Day,AR-10510,Andrew Roberts,Consumer,United States,Columbus,Ohio,43229,East,Chuck Magee,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,Not,26.136,3,0.2,1.9602,0,No
5825,5826,CA-2017-161067,2017-03-09,2017-06-09,Second Class,KB-16405,Katrina Bavinger,Home Office,United States,New York City,New York,10035,East,Chuck Magee,OFF-PA-10000418,Office Supplies,Paper,Xerox 189,Not,419.4,4,0.0,201.312,92,Yes
5826,5827,CA-2017-161067,2017-03-09,2017-06-09,Second Class,KB-16405,Katrina Bavinger,Home Office,United States,New York City,New York,10035,East,Chuck Magee,FUR-CH-10004626,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,Not,90.801,1,0.1,14.1246,92,Yes
5827,5828,CA-2017-161067,2017-03-09,2017-06-09,Second Class,KB-16405,Katrina Bavinger,Home Office,United States,New York City,New York,10035,East,Chuck Magee,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,Not,181.764,2,0.1,-8.0784,92,Yes
5828,5829,CA-2017-161067,2017-03-09,2017-06-09,Second Class,KB-16405,Katrina Bavinger,Home Office,United States,New York City,New York,10035,East,Chuck Magee,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set,Not,5.56,2,0.0,2.224,92,Yes
5829,5830,CA-2016-122063,2016-03-12,2016-07-12,Standard Class,MM-17920,Michael Moore,Consumer,United States,Richmond,Indiana,47374,Central,Kelly Williams,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,Not,581.96,2,0.0,104.7528,122,Yes
5830,5831,CA-2016-122063,2016-03-12,2016-07-12,Standard Class,MM-17920,Michael Moore,Consumer,United States,Richmond,Indiana,47374,Central,Kelly Williams,FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black",Not,29.98,1,0.0,8.0946,122,Yes
5831,5832,CA-2015-111206,2015-07-18,2015-07-22,Standard Class,RF-19735,Roland Fjeld,Consumer,United States,San Diego,California,92105,West,Anna Andreadi,TEC-AC-10003095,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset,Not,519.96,4,0.0,176.7864,4,No
5832,5833,CA-2016-142895,2016-07-21,2016-07-26,Standard Class,BP-11290,Beth Paige,Consumer,United States,Concord,North Carolina,28027,South,Cassandra Brandow,OFF-LA-10000262,Office Supplies,Labels,Avery 494,Not,6.264,3,0.2,2.0358,5,No
5833,5834,CA-2016-142895,2016-07-21,2016-07-26,Standard Class,BP-11290,Beth Paige,Consumer,United States,Concord,North Carolina,28027,South,Cassandra Brandow,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",Not,363.92,5,0.2,0.0,5,No
5834,5835,CA-2015-101868,2015-09-06,2015-09-06,Standard Class,MJ-17740,Max Jones,Consumer,United States,Miami,Florida,33178,South,Cassandra Brandow,OFF-BI-10003876,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",Not,64.2,5,0.7,-42.8,0,No
5835,5836,CA-2015-101868,2015-09-06,2015-09-06,Standard Class,MJ-17740,Max Jones,Consumer,United States,Miami,Florida,33178,South,Cassandra Brandow,OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Not,38.52,3,0.7,-26.964,0,No
5836,5837,CA-2015-101868,2015-09-06,2015-09-06,Standard Class,MJ-17740,Max Jones,Consumer,United States,Miami,Florida,33178,South,Cassandra Brandow,TEC-AC-10004396,Technology,Accessories,Logitech Keyboard K120,Not,72.6,5,0.2,-8.1675,0,No
5837,5838,CA-2017-133207,2017-11-27,2017-11-27,Standard Class,DO-13645,Doug O'Connell,Consumer,United States,Los Angeles,California,90036,West,Anna Andreadi,TEC-PH-10004100,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable,Not,57.568,4,0.2,5.7568,0,No
5838,5839,CA-2015-132948,2015-03-27,2015-03-27,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,Seattle,Washington,98115,West,Anna Andreadi,OFF-ST-10000636,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,Not,83.7,5,0.0,3.348,0,No
5839,5840,CA-2015-134992,2015-09-22,2015-09-26,Second Class,MG-17875,Michael Grace,Home Office,United States,Arlington,Virginia,22204,South,Cassandra Brandow,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,Not,32.4,5,0.0,15.552,4,No
5840,5841,CA-2015-134992,2015-09-22,2015-09-26,Second Class,MG-17875,Michael Grace,Home Office,United States,Arlington,Virginia,22204,South,Cassandra Brandow,FUR-FU-10002554,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Not,47.98,2,0.0,11.0354,4,No
5841,5842,CA-2015-126725,2015-11-17,2015-11-21,Standard Class,BS-11665,Brian Stugart,Consumer,United States,San Diego,California,92105,West,Anna Andreadi,TEC-PH-10003174,Technology,Phones,RCA ViSYS 25825 Wireless digital phone,Not,415.968,4,0.2,51.996,4,No
5842,5843,CA-2015-126725,2015-11-17,2015-11-21,Standard Class,BS-11665,Brian Stugart,Consumer,United States,San Diego,California,92105,West,Anna Andreadi,OFF-ST-10001418,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,Not,304.9,5,0.0,6.098,4,No
5843,5844,CA-2015-126725,2015-11-17,2015-11-21,Standard Class,BS-11665,Brian Stugart,Consumer,United States,San Diego,California,92105,West,Anna Andreadi,FUR-FU-10002813,Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Not,80.96,4,0.0,29.1456,4,No
5844,5845,CA-2015-126725,2015-11-17,2015-11-21,Standard Class,BS-11665,Brian Stugart,Consumer,United States,San Diego,California,92105,West,Anna Andreadi,OFF-ST-10000129,Office Supplies,Storage,Fellowes Recycled Storage Drawers,Not,777.21,7,0.0,54.4047,4,No
5845,5846,CA-2015-126725,2015-11-17,2015-11-21,Standard Class,BS-11665,Brian Stugart,Consumer,United States,San Diego,California,92105,West,Anna Andreadi,OFF-PA-10001639,Office Supplies,Paper,Xerox 203,Not,32.4,5,0.0,15.552,4,No
5846,5847,CA-2015-126725,2015-11-17,2015-11-21,Standard Class,BS-11665,Brian Stugart,Consumer,United States,San Diego,California,92105,West,Anna Andreadi,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,Not,225.568,2,0.2,2.8196,4,No
5847,5848,CA-2015-126725,2015-11-17,2015-11-21,Standard Class,BS-11665,Brian Stugart,Consumer,United States,San Diego,California,92105,West,Anna Andreadi,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,Not,36.6,3,0.0,15.372,4,No
5848,5849,CA-2015-121783,2015-10-11,2015-11-14,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,Roseville,Minnesota,55113,Central,Kelly Williams,OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,Not,715.64,2,0.0,178.91,34,Yes
5849,5850,CA-2015-121783,2015-10-11,2015-11-14,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,Roseville,Minnesota,55113,Central,Kelly Williams,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,Not,795.51,3,0.0,143.1918,34,Yes
5850,5851,CA-2015-121783,2015-10-11,2015-11-14,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,Roseville,Minnesota,55113,Central,Kelly Williams,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,Not,549.99,1,0.0,274.995,34,Yes
5851,5852,CA-2015-121783,2015-10-11,2015-11-14,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,Roseville,Minnesota,55113,Central,Kelly Williams,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,Not,74.76,3,0.0,34.3896,34,Yes
5852,5853,CA-2015-121783,2015-10-11,2015-11-14,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,Roseville,Minnesota,55113,Central,Kelly Williams,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,Not,29.22,3,0.0,12.8568,34,Yes
5853,5854,US-2014-138835,2014-10-09,2014-10-09,Standard Class,DA-13450,Dianna Arnett,Home Office,United States,Virginia Beach,Virginia,23464,South,Cassandra Brandow,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,Not,9.64,2,0.0,4.7236,0,No
5854,5855,CA-2015-112214,2015-05-08,2015-11-08,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Dallas,Texas,75220,Central,Kelly Williams,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Not,33.488,7,0.2,-1.2558,184,Yes
5855,5856,CA-2015-112214,2015-05-08,2015-11-08,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Dallas,Texas,75220,Central,Kelly Williams,OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers,Not,23.04,3,0.2,-4.896,184,Yes
5856,5857,CA-2015-112214,2015-05-08,2015-11-08,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Dallas,Texas,75220,Central,Kelly Williams,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Not,1.362,1,0.8,-2.1792,184,Yes
5857,5858,CA-2015-112214,2015-05-08,2015-11-08,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Dallas,Texas,75220,Central,Kelly Williams,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",Not,14.76,5,0.6,-11.439,184,Yes
5858,5859,US-2017-153255,2017-03-09,2017-07-09,Second Class,JK-15730,Joe Kamberova,Consumer,United States,Concord,California,94521,West,Anna Andreadi,FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Not,239.666,2,0.15,14.098,122,Yes
5859,5860,CA-2015-108119,2015-01-11,2015-08-11,Standard Class,MS-17530,MaryBeth Skach,Consumer,United States,Conway,Arkansas,72032,South,Cassandra Brandow,FUR-TA-10002530,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",Not,301.96,2,0.0,45.294,212,Yes
5860,5861,CA-2015-157434,2015-04-29,2015-04-29,Second Class,JK-15640,Jim Kriz,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Chuck Magee,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,Not,7.968,2,0.2,2.8884,0,No
5861,5862,CA-2016-101525,2016-01-05,2016-04-05,Second Class,CM-12235,Chris McAfee,Consumer,United States,Little Rock,Arkansas,72209,South,Cassandra Brandow,OFF-PA-10001497,Office Supplies,Paper,Xerox 1914,Not,109.92,2,0.0,53.8608,91,Yes
